19, 129
20, 133
21, 146
14, 88
15, 98
16, 113
17, 117
18, 136
19, 164
12, 77
13, 87
14, 104
15, 135
16, 139
17, 162
9, 53
10, 74
11, 107
12, 117
13, 122
14, 139
15, 141
16, 155
5, 28
6, 34
7, 44
8, 52
9, 59
10, 66
11, 82
12, 84
13, 118
14, 157
10, 66
11, 82
12, 104
13, 142
14, 144
15, 160
16, 183
9, 60
10, 64
11, 77
12, 92
13, 116
14, 143
7, 42
8, 46
9, 60
10, 65
11, 73
12, 83
13, 94
14, 109
15, 119
16, 122
17, 128
18, 140
19, 143
20, 167
10, 68
11, 75
12, 90
13, 100
14, 108
15, 111
16, 114
17, 128
18, 159
6, 34
7, 42
8, 48
9, 57
10, 61
11, 69
12, 73
13, 108
9, 54
10, 60
11, 77
12, 84
13, 92
14, 102
15, 108
16, 117
17, 133
18, 163
19, 166
20, 196
4, 26
5, 32
6, 36
7, 42
8, 53
9, 59
10, 66
11, 71
12, 81
13, 109
14, 149
11, 72
12, 77
13, 85
14, 92
15, 100
16, 113
17, 128
18, 153
19, 155
20, 159
21, 180
10, 67
11, 71
12, 76
13, 84
14, 88
15, 92
16, 98
17, 119
18, 145
15, 92
16, 96
17, 102
18, 109
19, 117
20, 131
18, 105
19, 108
20, 115
21, 119
22, 124
23, 128
24, 142
25, 150
26, 153
27, 177
8, 49
9, 68
10, 89
11, 101
12, 110
13, 133
7, 41
8, 49
9, 59
10, 63
11, 69
12, 73
13, 77
14, 93
15, 107
16, 116
17, 127
12, 74
13, 81
14, 89
15, 95
16, 101
17, 116
18, 143
13, 81
14, 94
15, 119
11, 71
12, 81
13, 96
14, 139
9, 55
10, 74
11, 107
12, 117
13, 122
14, 138
15, 140
16, 155
5, 29
6, 35
7, 45
8, 54
9, 61
10, 66
11, 82
12, 84
13, 122
14, 168
10, 68
11, 73
12, 81
13, 93
14, 95
15, 99
16, 119
17, 122
18, 143
19, 150
20, 181
21, 184
22, 186
23, 188
24, 208
9, 62
10, 66
11, 71
12, 79
13, 83
14, 95
15, 123
16, 162
13, 84
14, 88
15, 94
16, 98
17, 104
18, 110
19, 127
20, 153
17, 101
18, 111
19, 113
20, 117
21, 121
22, 128
23, 137
24, 141
25, 171
26, 202
7, 43
8, 47
9, 54
10, 59
11, 64
12, 81
13, 83
14, 111
15, 150
11, 67
12, 72
13, 78
14, 84
15, 99
16, 113
17, 137
13, 79
14, 86
15, 92
16, 101
17, 118
10, 62
11, 69
12, 77
13, 81
14, 94
15, 105
16, 122
17, 153
18, 185
13, 83
14, 87
15, 93
16, 105
17, 109
18, 124
19, 145
15, 91
16, 99
17, 101
18, 105
19, 109
20, 112
21, 123
22, 138
23, 153
24, 176
25, 182
26, 201
19, 110
20, 114
21, 126
6, 35
7, 43
8, 49
9, 58
10, 62
11, 68
12, 76
13, 79
14, 92
15, 125
13, 82
14, 89
15, 106
14, 88
15, 89
16, 99
17, 122
11, 70
12, 80
13, 94
14, 138
9, 55
10, 60
11, 77
12, 85
13, 93
14, 103
15, 109
16, 119
17, 134
18, 162
19, 165
20, 196
3, 18
4, 24
5, 29
6, 33
7, 39
8, 44
9, 49
10, 54
11, 65
12, 74
13, 84
11, 61
12, 85
13, 111
9, 50
10, 69
11, 90
12, 96
13, 105
14, 112
15, 122
16, 130
17, 142
18, 165
13, 100
14, 125
15, 141
7, 36
8, 41
9, 46
10, 56
11, 69
12, 91
10, 54
11, 64
12, 77
13, 86
14, 110
8, 43
9, 62
10, 92
11, 98
12, 105
13, 115
14, 125
15, 157
6, 34
7, 40
8, 46
9, 51
10, 56
11, 67
12, 76
13, 85
11, 63
12, 86
13, 108
9, 52
10, 71
11, 92
12, 98
13, 107
14, 114
15, 117
16, 125
17, 137
18, 155
13, 102
14, 125
15, 141
7, 37
8, 42
9, 47
10, 57
11, 71
12, 92
10, 55
11, 65
12, 73
13, 82
14, 108
8, 44
9, 63
10, 94
11, 100
12, 106
13, 116
14, 128
15, 156
1, 6
2, 14
3, 21
4, 25
5, 32
6, 38
7, 49
8, 56
9, 63
10, 70
11, 80
12, 92
13, 116
14, 118
15, 140
16, 143
17, 168
18, 183
19, 188
20, 190
21, 198
22, 207
23, 214
10, 69
11, 87
12, 110
13, 137
14, 141
15, 156
16, 162
17, 182
18, 183
19, 203
9, 64
10, 68
11, 80
12, 101
7, 46
8, 60
9, 83
10, 103
11, 106
12, 114
6, 38
7, 45
8, 55
9, 66
10, 69
11, 76
12, 79
13, 83
14, 87
15, 92
16, 96
17, 101
18, 132
19, 135
20, 168
14, 88
15, 94
16, 108
17, 119
18, 149
19, 160
20, 165
21, 190
11, 77
12, 79
13, 99
14, 125
15, 127
16, 146
5, 27
6, 32
7, 38
8, 48
9, 55
10, 62
11, 69
12, 82
13, 84
14, 109
15, 145
16, 148
17, 172
18, 176
19, 196
20, 202
21, 207
22, 211
23, 213
24, 214
25, 216
11, 68
12, 86
13, 108
14, 143
15, 145
16, 165
17, 168
18, 197
10, 62
11, 66
12, 78
13, 100
8, 46
9, 50
10, 65
11, 71
12, 75
13, 90
14, 102
15, 110
16, 129
17, 131
18, 157
19, 160
20, 197
7, 38
8, 45
9, 52
10, 58
11, 66
12, 67
13, 75
14, 83
15, 97
16, 109
17, 123
18, 126
19, 147
20, 158
14, 82
15, 98
16, 104
17, 107
18, 112
19, 120
20, 129
21, 142
22, 146
23, 162
10, 58
11, 64
12, 78
13, 97
14, 105
15, 121
16, 125
17, 142
18, 150
19, 186
9, 52
10, 55
11, 77
12, 98
13, 114
14, 143
4, 26
5, 33
6, 39
7, 50
8, 58
9, 65
10, 70
11, 80
12, 95
13, 127
14, 129
15, 159
16, 164
17, 182
10, 71
11, 76
12, 90
13, 117
14, 132
15, 137
16, 151
17, 153
18, 155
19, 168
20, 171
21, 180
9, 66
10, 70
11, 74
12, 83
13, 86
14, 90
15, 96
16, 108
17, 133
18, 162
19, 192
14, 90
15, 94
16, 104
17, 124
18, 128
19, 140
20, 144
21, 164
22, 166
23, 192
7, 47
8, 61
9, 77
10, 84
11, 88
12, 100
13, 130
6, 39
7, 46
8, 56
9, 67
10, 70
11, 77
12, 80
13, 84
14, 86
15, 92
16, 109
14, 89
15, 97
16, 118
17, 134
15, 96
16, 102
17, 103
18, 109
19, 113
20, 119
21, 124
22, 134
23, 137
24, 171
11, 78
12, 80
13, 92
14, 100
15, 126
16, 162
5, 28
6, 33
7, 46
8, 53
9, 60
10, 70
11, 73
12, 81
13, 89
14, 93
15, 104
16, 143
17, 144
18, 165
19, 167
20, 179
21, 183
22, 184
23, 193
24, 207
25, 209
26, 210
27, 211
28, 215
12, 81
13, 91
14, 113
15, 124
16, 144
11, 76
12, 83
13, 89
14, 104
15, 117
16, 139
3, 19
4, 23
5, 30
6, 36
7, 41
8, 52
9, 64
10, 80
8, 49
9, 62
10, 84
11, 104
12, 107
13, 121
6, 37
7, 44
8, 54
9, 63
10, 66
11, 72
12, 75
13, 79
14, 83
15, 90
16, 94
17, 99
18, 131
19, 134
20, 167
14, 84
15, 99
16, 117
17, 150
11, 74
12, 79
13, 82
14, 86
15, 95
16, 110
17, 112
18, 134
15, 92
16, 105
17, 139
18, 159
12, 78
13, 93
14, 111
15, 143
16, 149
17, 153
18, 180
5, 25
6, 30
7, 36
8, 41
9, 51
10, 63
11, 91
9, 49
10, 52
11, 68
12, 74
13, 79
14, 102
15, 137
7, 37
8, 44
9, 50
10, 56
11, 64
12, 65
13, 74
14, 82
15, 96
16, 109
17, 125
18, 128
19, 158
14, 81
15, 97
16, 102
17, 105
18, 110
19, 118
20, 130
10, 56
11, 71
12, 94
13, 114
14, 159
9, 51
10, 57
11, 65
12, 75
13, 83
14, 92
15, 97
16, 101
17, 116
18, 126
19, 129
20, 160
13, 81
14, 99
15, 101
16, 104
17, 111
18, 127
16, 108
17, 111
18, 121
19, 124
20, 125
21, 135
22, 153
17, 112
18, 116
19, 120
20, 122
21, 132
22, 150
23, 155
24, 156
25, 179
10, 57
11, 72
12, 99
13, 129
4, 24
5, 31
6, 37
7, 42
8, 53
9, 66
10, 81
8, 50
9, 63
10, 78
11, 85
12, 100
13, 138
6, 38
7, 45
8, 55
9, 64
10, 67
11, 73
12, 76
13, 80
14, 82
15, 90
16, 107
14, 85
15, 93
16, 114
17, 131
15, 92
16, 98
17, 99
18, 105
19, 110
20, 116
21, 128
22, 134
23, 149
11, 75
12, 78
13, 82
14, 86
15, 94
16, 109
17, 131
15, 92
16, 100
17, 135
18, 139
19, 158
12, 79
13, 87
14, 102
15, 114
13, 85
14, 91
15, 95
16, 103
17, 115
18, 139
15, 98
16, 106
17, 116
18, 120
19, 131
16, 104
17, 119
18, 121
19, 167
5, 26
6, 31
7, 44
8, 50
9, 57
10, 67
11, 70
12, 76
13, 90
14, 104
15, 108
16, 112
17, 125
18, 129
19, 161
2, 13
3, 21
4, 25
5, 31
6, 36
7, 47
8, 55
9, 62
10, 69
11, 79
12, 95
13, 117
14, 119
15, 143
16, 184
17, 191
18, 192
19, 208
10, 68
11, 85
12, 99
13, 124
14, 143
9, 63
10, 67
11, 80
12, 100
7, 44
8, 58
9, 79
10, 98
11, 113
12, 137
13, 165
6, 37
7, 47
8, 54
9, 60
10, 64
11, 68
12, 77
13, 90
14, 105
15, 111
16, 137
17, 169
12, 75
13, 83
14, 97
15, 109
9, 60
10, 65
11, 77
12, 86
13, 100
14, 124
8, 55
9, 59
10, 75
11, 95
7, 43
8, 53
9, 63
10, 66
11, 73
12, 76
13, 81
14, 85
15, 90
16, 94
17, 100
18, 137
19, 142
20, 180
14, 86
15, 92
16, 105
17, 119
11, 74
12, 76
13, 96
14, 122
15, 145
16, 184
5, 27
6, 32
7, 42
8, 50
9, 57
10, 64
11, 80
12, 82
13, 110
14, 147
15, 150
16, 178
17, 201
10, 64
11, 81
12, 95
13, 127
14, 129
15, 145
9, 58
10, 62
11, 75
12, 96
7, 40
8, 44
9, 58
10, 64
11, 74
12, 89
13, 106
14, 119
15, 159
6, 33
7, 42
8, 49
9, 55
10, 66
11, 67
12, 83
13, 98
14, 144
15, 176
9, 56
10, 61
11, 73
12, 82
13, 97
14, 122
8, 50
9, 54
10, 70
11, 91
7, 39
8, 46
9, 52
10, 63
11, 64
12, 73
13, 77
14, 106
15, 129
16, 174
9, 53
10, 59
11, 72
12, 89
13, 109
14, 139
8, 47
9, 50
10, 72
11, 92
12, 112
13, 146
14, 175
4, 26
5, 32
6, 37
7, 48
8, 57
9, 64
10, 69
11, 79
12, 99
13, 134
14, 139
15, 178
10, 70
11, 75
12, 83
13, 90
14, 97
15, 117
16, 135
17, 140
18, 165
19, 167
20, 169
21, 192
9, 65
10, 69
11, 74
12, 82
13, 85
14, 89
15, 95
16, 107
17, 133
18, 162
19, 202
14, 89
15, 93
16, 99
17, 106
18, 120
17, 103
18, 106
19, 113
20, 117
21, 123
22, 127
23, 145
24, 154
25, 156
26, 186
7, 45
8, 59
9, 73
10, 80
11, 84
12, 96
13, 126
14, 156
6, 38
7, 48
8, 55
9, 59
10, 63
11, 80
12, 88
13, 100
14, 110
15, 117
16, 118
17, 140
9, 61
10, 69
11, 83
12, 103
13, 110
14, 138
10, 69
11, 75
12, 79
13, 90
14, 107
15, 128
16, 134
17, 135
18, 166
8, 56
9, 60
10, 67
11, 75
12, 78
13, 81
14, 89
15, 109
14, 86
15, 91
16, 95
17, 99
18, 106
17, 102
18, 110
19, 137
16, 96
17, 100
18, 107
17, 103
18, 110
19, 114
20, 133
13, 82
14, 90
15, 110
14, 87
15, 92
16, 96
17, 100
18, 107
17, 103
18, 110
19, 132
16, 97
17, 101
18, 108
17, 104
18, 110
19, 114
20, 135
21, 188
7, 44
8, 54
9, 64
10, 67
11, 74
12, 77
13, 82
14, 84
15, 90
16, 108
14, 87
15, 95
16, 114
17, 133
18, 167
15, 94
16, 105
17, 112
18, 120
19, 129
20, 149
21, 183
11, 75
12, 77
13, 89
14, 97
15, 122
16, 161
5, 28
6, 33
7, 43
8, 52
9, 59
10, 64
11, 80
12, 82
13, 114
14, 158
15, 164
16, 197
10, 66
11, 71
12, 79
13, 91
14, 93
15, 97
16, 123
17, 126
18, 150
19, 156
20, 185
9, 60
10, 64
11, 69
12, 77
13, 81
14, 93
15, 114
16, 158
17, 161
18, 194
13, 82
14, 86
15, 92
16, 96
17, 102
18, 114
17, 100
18, 110
19, 112
20, 117
21, 142
22, 145
23, 161
20, 117
21, 134
22, 166
7, 41
8, 45
9, 52
10, 57
11, 62
12, 79
13, 81
14, 102
15, 123
16, 172
11, 65
12, 70
13, 76
14, 87
15, 109
16, 137
17, 178
13, 78
14, 85
15, 91
16, 96
17, 113
10, 60
11, 67
12, 75
13, 79
14, 92
15, 95
16, 99
17, 102
18, 127
19, 156
13, 81
14, 85
15, 91
16, 108
17, 122
18, 125
19, 152
15, 90
16, 98
17, 100
18, 104
19, 107
20, 118
21, 130
22, 146
23, 163
24, 182
18, 105
19, 108
20, 128
21, 142
19, 110
20, 114
21, 134
22, 153
23, 174
6, 34
7, 43
8, 50
9, 54
10, 65
11, 66
12, 94
13, 121
14, 170
9, 57
10, 65
11, 79
12, 100
13, 136
10, 65
11, 71
12, 75
13, 86
14, 100
15, 130
16, 136
17, 170
8, 51
9, 55
10, 62
11, 70
12, 73
13, 80
14, 89
15, 102
16, 125
17, 159
12, 75
13, 83
14, 101
13, 80
14, 85
15, 90
16, 94
17, 101
18, 103
19, 108
20, 112
21, 131
22, 149
19, 108
20, 125
21, 152
22, 155
23, 190
16, 97
17, 104
18, 131
15, 90
16, 95
17, 102
18, 104
19, 109
20, 129
21, 132
22, 148
19, 109
20, 126
21, 155
22, 158
23, 182
24, 187
25, 194
26, 197
27, 206
7, 40
8, 47
9, 51
10, 62
11, 63
12, 86
13, 105
14, 149
9, 54
10, 62
11, 74
12, 89
13, 110
14, 149
15, 152
16, 180
10, 62
11, 69
12, 73
13, 85
14, 104
15, 110
16, 111
17, 143
18, 170
8, 48
9, 51
10, 65
11, 73
12, 76
13, 83
14, 86
15, 90
16, 93
17, 119
18, 153
12, 78
13, 85
14, 102
15, 116
16, 151
13, 83
14, 97
15, 99
16, 103
17, 106
18, 126
19, 146
17, 108
18, 112
19, 131
20, 162
21, 169
22, 191
16, 104
17, 107
18, 127
19, 145
17, 109
18, 113
19, 132
20, 153
21, 156
22, 173
3, 18
4, 24
5, 35
6, 43
7, 50
8, 54
9, 59
10, 65
11, 69
12, 83
13, 107
14, 129
11, 72
12, 89
13, 92
14, 97
15, 104
16, 122
17, 126
18, 142
19, 145
20, 175
15, 102
16, 124
17, 139
10, 61
11, 65
12, 78
13, 104
14, 132
11, 68
12, 85
13, 87
14, 90
15, 96
16, 100
17, 112
18, 122
19, 139
20, 142
21, 172
8, 55
9, 60
10, 63
11, 71
12, 77
13, 81
14, 85
15, 94
16, 108
17, 116
15, 91
16, 112
17, 138
13, 83
14, 101
15, 111
16, 128
17, 151
12, 73
13, 77
14, 81
15, 89
16, 104
17, 118
15, 87
16, 100
17, 112
18, 114
19, 119
20, 142
21, 175
13, 79
14, 97
15, 99
16, 109
17, 126
18, 152
